"","date","province","country","lat","long","type","cases"
"352",2020-08-16,"","Georgia",42.3154,43.3569,"confirmed",15
"353",2020-08-16,"","Georgia",42.3154,43.3569,"death",0
"354",2020-08-16,"","Georgia",42.3154,43.3569,"recovered",0
"355",2020-08-15,"","Georgia",42.3154,43.3569,"confirmed",15
"356",2020-08-15,"","Georgia",42.3154,43.3569,"death",0
"357",2020-08-15,"","Georgia",42.3154,43.3569,"recovered",3
"358",2020-08-14,"","Georgia",42.3154,43.3569,"confirmed",23
"359",2020-08-14,"","Georgia",42.3154,43.3569,"death",0
"360",2020-08-14,"","Georgia",42.3154,43.3569,"recovered",17
"361",2020-08-13,"","Georgia",42.3154,43.3569,"confirmed",5
"362",2020-08-13,"","Georgia",42.3154,43.3569,"death",0
"363",2020-08-13,"","Georgia",42.3154,43.3569,"recovered",10
"364",2020-08-12,"","Georgia",42.3154,43.3569,"confirmed",14
"365",2020-08-12,"","Georgia",42.3154,43.3569,"death",0
"366",2020-08-12,"","Georgia",42.3154,43.3569,"recovered",4
"367",2020-08-11,"","Georgia",42.3154,43.3569,"confirmed",14
"368",2020-08-11,"","Georgia",42.3154,43.3569,"death",0
"369",2020-08-11,"","Georgia",42.3154,43.3569,"recovered",44
"370",2020-08-10,"","Georgia",42.3154,43.3569,"confirmed",25
"371",2020-08-10,"","Georgia",42.3154,43.3569,"death",0
"372",2020-08-10,"","Georgia",42.3154,43.3569,"recovered",10
"373",2020-08-09,"","Georgia",42.3154,43.3569,"confirmed",9
"374",2020-08-09,"","Georgia",42.3154,43.3569,"death",0
"375",2020-08-09,"","Georgia",42.3154,43.3569,"recovered",4
"376",2020-08-08,"","Georgia",42.3154,43.3569,"confirmed",3
"377",2020-08-08,"","Georgia",42.3154,43.3569,"death",0
"378",2020-08-08,"","Georgia",42.3154,43.3569,"recovered",2
"379",2020-08-07,"","Georgia",42.3154,43.3569,"confirmed",7
"380",2020-08-07,"","Georgia",42.3154,43.3569,"death",0
"381",2020-08-07,"","Georgia",42.3154,43.3569,"recovered",7
